Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Keyon Dooling,PG,30,MIL,80,22,1757,6.3,15.8,0.397,2.5,7.1,0.34600000000000003,3.8,8.7,0.439,2.4,2.9,0.83,0.4,3.2,3.6,7.4,1.6,0.1,2.8,3.6,17.4,0,103,106
Joey Dorsey,C,27,TOR,43,9,522,5.1,9.8,0.525,0.0,0.0,0.0,5.1,9.8,0.525,3.1,6.4,0.47700000000000004,7.8,11.0,18.8,2.7,2.4,1.7,3.9,7.7,13.4,0,103,107
Toney Douglas,SG,24,NYK,81,9,1971,8.0,19.2,0.41600000000000004,3.6,9.8,0.373,4.4,9.5,0.46,2.2,2.7,0.794,1.7,4.6,6.2,6.2,2.3,0.1,2.3,4.5,21.8,0,111,111
Chris Douglas-Roberts,SF,24,MIL,44,12,884,7.1,16.5,0.429,0.9,2.8,0.326,6.2,13.7,0.449,4.5,5.4,0.831,0.4,4.9,5.3,3.0,1.8,0.8,2.1,4.4,19.5,0,102,104
Zabian Dowdell,PG,26,PHO,24,0,292,8.9,21.8,0.408,0.5,1.7,0.3,8.4,20.0,0.41700000000000004,2.8,3.0,0.941,0.9,2.6,3.5,8.9,3.5,0.3,5.1,5.2,21.1,0,91,109
Goran Dragić,PG,24,TOT,70,5,1234,7.9,18.2,0.435,2.3,6.4,0.361,5.6,11.8,0.47600000000000003,3.4,5.5,0.624,1.5,4.4,5.9,8.4,2.1,0.4,4.8,5.2,21.6,0,100,111
Jared Dudley,SF,25,PHO,82,15,2140,7.1,14.9,0.47700000000000004,2.5,6.0,0.415,4.6,8.9,0.519,3.8,5.2,0.743,2.6,4.9,7.6,2.6,2.1,0.5,1.8,3.3,20.6,0,119,111
Chris Duhon,PG,28,ORL,51,5,774,3.3,8.8,0.38,0.9,3.5,0.25,2.4,5.2,0.46799999999999997,1.0,1.7,0.56,0.6,2.9,3.5,8.0,1.1,0.1,4.1,2.0,8.5,0,88,107
Tim Duncan,C,34,SAS,76,76,2156,10.1,20.2,0.5,0.0,0.1,0.0,10.1,20.1,0.502,4.4,6.2,0.716,4.1,12.3,16.4,4.9,1.2,3.5,2.9,2.9,24.6,0,111,100
Mike Dunleavy,SG,30,IND,61,44,1683,7.2,15.7,0.462,3.1,7.6,0.402,4.2,8.0,0.519,3.0,3.8,0.8,0.8,7.5,8.3,3.2,1.2,0.9,2.1,3.2,20.5,0,115,107
Ronald Dupree,SF,30,TOR,3,0,13,4.0,15.9,0.25,0.0,4.0,0.0,4.0,11.9,0.33299999999999996,0.0,0.0,0.0,0.0,11.9,11.9,4.0,0.0,0.0,0.0,8.0,8.0,0,69,113
Kevin Durant,SF,22,OKC,78,78,3038,12.1,26.2,0.462,2.5,7.1,0.35,9.6,19.2,0.504,10.1,11.5,0.88,1.0,8.1,9.1,3.6,1.5,1.3,3.7,2.7,36.8,0,115,107
Devin Ebanks,SG,21,LAL,20,0,118,9.4,22.9,0.41200000000000003,0.9,2.2,0.4,8.5,20.6,0.413,8.1,10.3,0.7829999999999999,6.7,5.4,12.1,0.9,1.8,2.2,2.7,3.1,27.8,0,109,104
Wayne Ellington,SG,23,MIN,62,8,1181,6.7,16.7,0.40299999999999997,2.0,5.1,0.397,4.7,11.6,0.406,1.8,2.2,0.792,1.1,3.5,4.6,3.0,1.2,0.1,2.2,3.6,17.3,0,100,115
Monta Ellis,SG,25,GSW,80,80,3227,11.4,25.3,0.451,2.1,5.9,0.361,9.2,19.3,0.478,5.3,6.8,0.789,0.7,3.7,4.4,7.1,2.6,0.4,4.0,3.2,30.3,0,107,112
Francisco Elson,C,34,UTA,62,1,610,4.7,9.8,0.478,0.0,0.0,0.0,4.7,9.8,0.478,2.2,2.7,0.8390000000000001,3.0,6.9,9.9,2.9,1.8,1.2,2.8,7.3,11.6,0,101,109
Melvin Ely,C,32,DEN,30,2,366,3.8,7.0,0.5489999999999999,0.0,0.0,0.0,3.8,7.0,0.5489999999999999,1.8,2.9,0.619,3.7,6.4,10.2,1.9,0.5,1.5,1.9,6.9,9.5,0,113,109
Semih Erden,C,24,TOT,41,8,595,5.5,9.9,0.5589999999999999,0.0,0.0,0.0,5.5,9.9,0.5589999999999999,3.5,5.3,0.65,3.3,7.2,10.5,1.8,1.3,2.1,3.0,9.3,14.5,0,105,101
Jeremy Evans,SF,23,UTA,49,3,463,8.7,13.1,0.6609999999999999,0.0,0.1,0.0,8.7,13.0,0.667,3.0,4.2,0.703,4.1,6.9,11.0,2.7,1.9,1.9,2.2,5.7,20.3,0,128,109
Maurice Evans,SF,32,TOT,73,24,1549,6.0,14.4,0.41700000000000004,1.9,5.7,0.32899999999999996,4.1,8.7,0.475,1.8,2.0,0.897,1.8,3.5,5.3,1.5,1.2,0.5,1.1,4.4,15.6,0,107,112
Reggie Evans,PF,30,TOR,30,18,798,2.7,6.7,0.408,0.0,0.1,0.0,2.7,6.6,0.41200000000000003,3.1,5.7,0.545,7.7,14.6,22.3,2.5,1.9,0.4,2.5,5.8,8.6,0,106,107
Tyreke Evans,SG,21,SAC,57,53,2107,9.1,22.3,0.409,1.0,3.5,0.29100000000000004,8.1,18.8,0.43200000000000005,4.9,6.4,0.7709999999999999,1.1,5.5,6.6,7.6,2.0,0.7,4.4,3.4,24.2,0,98,109
Patrick Ewing,SF,26,NOH,7,0,19,0.0,14.2,0.0,0.0,5.7,0.0,0.0,8.5,0.0,8.5,11.4,0.75,2.8,2.8,5.7,5.7,0.0,2.8,2.8,2.8,8.5,0,64,109
Christian Eyenga,SF,21,CLE,44,18,947,7.1,16.7,0.425,1.4,5.0,0.275,5.7,11.7,0.488,1.0,1.5,0.643,1.5,5.2,6.7,1.9,1.9,1.5,2.6,4.2,16.5,0,90,111
Jordan Farmar,PG,24,NJN,73,18,1796,7.6,19.4,0.392,3.2,9.0,0.359,4.3,10.3,0.42100000000000004,2.4,3.0,0.82,0.7,4.4,5.1,10.9,1.8,0.2,4.1,3.8,20.8,0,102,111
Derrick Favors,PF,19,TOT,78,27,1535,7.5,14.4,0.517,0.0,0.0,0.0,7.5,14.4,0.517,3.6,6.0,0.595,5.9,8.4,14.3,1.4,1.0,2.4,2.7,8.5,18.5,0,108,108
Raymond Felton,PG-SG,26,TOT,75,54,2737,7.8,18.4,0.425,2.1,6.0,0.353,5.7,12.4,0.46,3.6,4.4,0.805,0.9,4.1,4.9,11.5,2.3,0.2,4.1,2.8,21.4,0,108,111
Rudy Fernández,SG,25,POR,78,3,1821,6.4,17.2,0.37,3.5,10.8,0.321,2.9,6.4,0.45299999999999996,3.8,4.4,0.863,1.1,4.0,5.2,5.8,2.6,0.4,2.6,4.0,20.0,0,108,108
Kyrylo Fesenko,C,24,UTA,53,1,456,5.1,11.6,0.44,0.0,0.1,0.0,5.1,11.4,0.444,2.1,5.3,0.391,3.9,8.6,12.5,2.1,0.5,1.8,2.9,10.4,12.3,0,89,110
Landry Fields,SG,22,NYK,82,81,2541,5.9,11.9,0.49700000000000005,1.7,4.3,0.39299999999999996,4.2,7.6,0.556,2.2,2.9,0.769,2.1,8.2,10.3,3.1,1.6,0.3,2.1,2.3,15.8,0,115,110
Derek Fisher,PG,36,LAL,82,82,2297,4.7,12.2,0.389,1.5,3.7,0.396,3.3,8.5,0.386,1.9,2.4,0.8059999999999999,0.3,3.2,3.5,5.2,2.3,0.2,1.6,4.4,12.9,0,105,107
Jonny Flynn,PG,21,MIN,53,8,983,5.5,15.0,0.365,1.6,5.1,0.31,3.9,9.9,0.39299999999999996,1.6,2.1,0.762,0.6,3.3,3.9,9.2,1.7,0.2,5.7,2.9,14.1,0,85,114
Gary Forbes,SF,25,DEN,63,11,791,7.9,17.3,0.45399999999999996,1.2,3.7,0.32799999999999996,6.7,13.7,0.488,3.7,5.5,0.6779999999999999,1.8,5.6,7.4,3.1,1.5,0.4,2.9,4.9,20.7,0,101,109
T.J. Ford,PG,27,IND,41,3,773,6.0,15.5,0.386,0.4,2.1,0.188,5.6,13.4,0.41700000000000004,2.3,3.1,0.7290000000000001,1.1,4.2,5.3,9.2,2.3,0.5,4.1,4.5,14.6,0,91,107
Jeff Foster,C,34,IND,56,3,940,4.3,9.0,0.479,0.0,0.2,0.0,4.3,8.8,0.488,1.5,2.6,0.563,8.6,10.2,18.9,2.5,1.3,1.7,1.4,6.8,10.1,0,122,104
Randy Foye,SG,27,LAC,63,24,1551,6.9,17.7,0.38799999999999996,2.4,7.2,0.327,4.5,10.5,0.43,4.4,5.0,0.893,0.4,3.0,3.4,5.7,1.6,0.7,3.2,4.1,20.5,0,103,112
Channing Frye,PF,27,PHO,77,64,2541,7.2,16.6,0.43200000000000005,3.4,8.8,0.39,3.7,7.8,0.479,1.8,2.1,0.8320000000000001,1.3,9.0,10.3,1.9,0.9,1.6,1.5,5.4,19.5,0,110,109
Dan Gadzuric,C-PF,32,TOT,42,9,463,6.0,14.4,0.419,0.0,0.1,0.0,6.0,14.3,0.42200000000000004,1.1,3.0,0.37,7.9,7.1,15.0,1.6,1.4,3.2,3.2,10.1,13.1,0,93,108
Sundiata Gaines,PG,24,TOT,24,0,301,7.3,18.2,0.4,1.6,6.6,0.237,5.7,11.6,0.493,3.1,6.2,0.5,2.2,4.3,6.6,7.3,2.8,0.2,4.7,4.3,19.2,0,92,110
Danilo Gallinari,PF-SF,22,TOT,62,60,2104,6.3,15.3,0.414,2.5,7.0,0.35200000000000004,3.9,8.3,0.467,8.0,9.3,0.862,1.4,5.9,7.3,2.5,1.2,0.6,2.0,3.4,23.2,0,120,111
Francisco García,SF,29,SAC,58,34,1386,7.5,17.3,0.436,2.9,8.1,0.36200000000000004,4.6,9.1,0.502,2.4,2.8,0.855,0.9,4.0,4.8,2.6,1.9,1.8,1.6,4.6,20.4,0,113,109
Kevin Garnett,PF,34,BOS,71,71,2220,10.4,19.7,0.528,0.0,0.1,0.2,10.4,19.5,0.53,4.5,5.2,0.862,2.0,13.1,15.1,4.1,2.3,1.4,2.8,3.5,25.3,0,110,95
Marc Gasol,C,26,MEM,81,81,2586,7.4,14.0,0.527,0.1,0.1,0.429,7.3,13.8,0.528,4.4,5.9,0.748,3.1,8.4,11.5,4.0,1.5,2.7,2.9,5.4,19.2,0,113,103
Pau Gasol,C,30,LAL,82,82,3037,10.3,19.5,0.529,0.0,0.1,0.33299999999999996,10.3,19.5,0.53,6.2,7.5,0.823,4.7,9.9,14.6,4.8,0.8,2.3,2.5,3.5,26.8,0,123,103
Rudy Gay,SF,24,MEM,54,54,2152,9.9,21.1,0.47100000000000003,1.4,3.5,0.396,8.5,17.6,0.486,4.7,5.8,0.805,2.0,6.2,8.2,3.7,2.2,1.4,3.3,3.2,25.9,0,108,105
Alonzo Gee,SG,23,TOT,56,34,1118,5.6,12.2,0.45799999999999996,0.8,2.4,0.33299999999999996,4.8,9.8,0.488,3.3,4.2,0.7829999999999999,2.9,5.5,8.4,1.8,1.8,0.8,2.5,4.3,15.3,0,103,112
Paul George,SG,20,IND,61,19,1265,7.2,15.8,0.45299999999999996,1.6,5.5,0.297,5.5,10.3,0.537,3.1,4.0,0.762,1.5,7.5,9.0,2.6,2.5,1.0,2.8,5.1,19.1,0,103,104
Daniel Gibson,SG,24,CLE,67,15,1865,7.3,18.3,0.4,3.3,8.1,0.40299999999999997,4.0,10.2,0.39799999999999996,3.7,4.5,0.8220000000000001,0.7,4.2,4.9,5.6,1.3,0.6,2.2,4.3,21.6,0,108,114
Taj Gibson,PF,25,CHI,80,19,1742,7.1,15.3,0.466,0.0,0.2,0.125,7.1,15.1,0.47200000000000003,3.0,4.5,0.6759999999999999,4.9,9.0,14.0,1.8,1.2,3.2,2.2,6.2,17.4,0,106,98
Manu Ginóbili,SG,33,SAS,80,79,2426,9.5,21.8,0.433,3.3,9.5,0.349,6.2,12.4,0.49700000000000005,7.7,8.8,0.871,0.9,5.4,6.3,8.4,2.6,0.6,3.7,3.5,29.9,0,116,105
Ryan Gomes,SF,28,LAC,76,62,2095,5.1,12.5,0.41,1.8,5.2,0.341,3.3,7.3,0.45899999999999996,1.5,2.1,0.718,1.5,4.8,6.3,2.9,1.5,0.3,1.4,3.9,13.5,0,107,111
Drew Gooden,PF,29,MIL,35,18,860,9.7,22.5,0.431,0.2,1.2,0.15,9.5,21.3,0.447,5.0,6.3,0.794,4.5,10.3,14.8,2.9,1.3,1.1,2.9,6.1,24.6,0,101,101
Ben Gordon,SG,27,DET,82,27,2131,8.6,19.5,0.44,2.7,6.7,0.402,5.9,12.7,0.46,3.4,4.0,0.85,1.0,3.9,4.9,4.3,1.2,0.4,3.6,4.5,23.3,0,104,115
Eric Gordon,SG,22,LAC,56,56,2112,10.5,23.2,0.45,2.6,7.1,0.364,7.9,16.1,0.488,7.0,8.5,0.825,1.1,2.9,4.0,6.0,1.7,0.4,3.7,2.8,30.5,0,112,112
Marcin Gortat,C,26,TOT,80,14,2032,8.5,15.2,0.561,0.0,0.1,0.25,8.5,15.1,0.563,3.5,4.9,0.725,3.7,12.2,15.9,1.8,0.9,2.3,2.0,4.7,20.6,0,117,105
Joey Graham,SF,28,CLE,39,8,586,7.2,15.8,0.45799999999999996,0.8,2.6,0.3,6.4,13.1,0.49,2.6,3.2,0.8059999999999999,0.7,6.7,7.4,1.6,0.5,0.6,2.5,6.4,17.8,0,96,114
Stephen Graham,SG,28,NJN,59,28,959,4.5,11.1,0.405,0.3,1.2,0.23800000000000002,4.2,10.0,0.425,1.7,2.1,0.816,0.9,5.9,6.8,2.2,0.8,0.1,2.1,5.9,11.0,0,89,112
Danny Granger,SF,27,IND,79,79,2763,9.8,23.1,0.425,2.9,7.5,0.386,6.9,15.6,0.44299999999999995,7.2,8.5,0.848,1.6,6.2,7.8,3.7,1.6,1.1,3.8,3.9,29.7,0,107,106
Aaron Gray,C,26,NOH,41,6,531,5.7,10.1,0.5660000000000001,0.0,0.0,0.0,5.7,10.1,0.5660000000000001,1.7,3.5,0.5,6.0,11.4,17.4,1.6,1.1,1.2,3.3,9.8,13.1,0,105,103
Danny Green,SG,23,SAS,8,0,92,9.6,19.8,0.486,4.0,10.7,0.368,5.7,9.0,0.625,0.0,0.0,0.0,1.7,6.8,8.5,1.1,1.1,0.6,2.8,4.0,23.2,0,104,107
Jeff Green,PF-SF,24,TOT,75,51,2427,7.9,17.6,0.449,1.4,4.5,0.303,6.5,13.1,0.499,4.3,5.2,0.8109999999999999,1.6,6.2,7.7,2.3,1.1,0.8,2.1,4.5,21.4,0,108,108
Willie Green,SG,29,NOH,77,13,1674,8.7,19.7,0.44299999999999995,1.7,5.0,0.348,7.0,14.7,0.47600000000000003,2.5,3.2,0.78,0.7,4.5,5.2,2.4,1.2,0.4,2.2,4.6,21.7,0,100,108
Donté Greene,SF,22,SAC,69,21,1127,7.0,17.3,0.40399999999999997,2.0,6.9,0.292,5.0,10.4,0.478,1.9,2.9,0.662,2.2,4.4,6.6,2.1,1.6,0.9,2.7,3.9,17.9,0,97,110
Orien Greene,SG,28,NJN,3,0,5,10.7,21.4,0.5,0.0,0.0,0.0,10.7,21.4,0.5,10.7,21.4,0.5,0.0,0.0,0.0,10.7,10.7,0.0,0.0,0.0,32.0,0,121,95
Blake Griffin,PF,21,LAC,82,82,3112,11.6,22.9,0.506,0.1,0.4,0.292,11.4,22.5,0.51,7.4,11.5,0.642,4.5,11.9,16.4,5.2,1.0,0.7,3.7,4.2,30.7,0,111,107
Hamed Haddadi,C,25,MEM,31,0,168,9.3,18.0,0.517,0.0,0.3,0.0,9.3,17.7,0.526,4.7,7.2,0.652,7.5,13.7,21.1,1.6,0.6,4.0,3.4,9.0,23.3,0,110,100
Richard Hamilton,SG,32,DET,55,39,1498,10.4,24.1,0.429,2.0,5.2,0.382,8.4,18.9,0.442,5.2,6.2,0.8490000000000001,0.9,3.7,4.5,6.1,1.4,0.1,3.2,3.4,27.9,0,106,115
Tyler Hansbrough,PF,25,IND,70,29,1535,9.4,20.2,0.465,0.0,0.1,0.0,9.4,20.2,0.466,6.5,8.4,0.779,4.8,7.3,12.1,1.4,1.2,0.5,2.5,5.3,25.3,0,109,107
Luke Harangody,PF,23,TOT,49,0,640,6.4,16.8,0.38299999999999995,1.3,5.4,0.242,5.1,11.4,0.45,1.5,2.1,0.731,3.3,8.4,11.7,2.4,1.2,1.4,1.3,6.5,15.7,0,98,107
James Harden,SG,21,OKC,82,5,2189,7.0,16.2,0.436,2.7,7.7,0.349,4.4,8.5,0.514,6.8,8.1,0.843,1.0,5.0,6.0,4.2,2.2,0.6,2.5,4.9,23.6,0,119,108
Al Harrington,PF,30,DEN,73,3,1665,8.5,20.4,0.41600000000000004,3.5,9.9,0.35700000000000004,4.9,10.5,0.473,2.6,3.5,0.735,2.3,7.7,10.0,3.0,1.2,0.3,3.2,6.1,23.1,0,101,108
Devin Harris,PG,27,TOT,71,70,2254,8.1,19.2,0.42200000000000004,1.4,4.3,0.322,6.7,15.0,0.45,7.9,9.5,0.833,0.4,3.6,4.0,11.9,1.7,0.2,4.9,3.8,25.5,0,108,112
Manny Harris,SG,21,CLE,54,15,933,6.0,16.0,0.374,1.9,5.1,0.37,4.1,10.9,0.376,3.9,5.1,0.763,2.0,5.8,7.7,4.7,1.7,0.4,3.5,3.6,17.7,0,95,112
Mike Harris,PF,27,HOU,4,0,16,9.6,19.1,0.5,0.0,0.0,0.0,9.6,19.1,0.5,6.4,12.7,0.5,6.4,9.6,15.9,3.2,0.0,3.2,3.2,6.4,25.5,0,107,108
Udonis Haslem,PF,30,MIA,13,0,345,6.7,13.2,0.512,0.0,0.0,0.0,6.7,13.2,0.512,2.4,3.1,0.8,4.4,11.8,16.2,0.9,1.1,0.5,2.1,6.0,15.9,0,110,102
Spencer Hawes,C,22,PHI,81,81,1718,8.0,17.3,0.465,0.3,1.1,0.243,7.8,16.2,0.48,1.4,2.7,0.534,3.9,10.2,14.2,3.7,0.9,2.2,3.0,6.1,17.8,0,97,103
Chuck Hayes,C,27,HOU,74,63,2079,6.0,11.3,0.527,0.0,0.0,0.0,6.0,11.3,0.529,2.3,3.5,0.662,5.4,9.3,14.7,5.0,1.9,1.2,2.1,4.9,14.3,0,120,106
Gordon Hayward,SF,20,UTA,72,17,1218,6.1,12.7,0.485,1.5,3.2,0.473,4.6,9.5,0.489,3.0,4.2,0.711,1.8,4.2,6.0,3.5,1.3,0.8,3.0,4.6,16.8,0,106,113
Lazar Hayward,SF,24,MIN,42,0,419,6.5,18.3,0.35700000000000004,2.0,7.1,0.28300000000000003,4.5,11.2,0.40399999999999997,3.9,5.0,0.7859999999999999,2.7,5.6,8.3,3.3,1.4,0.8,2.3,5.2,19.0,0,101,112
Brendan Haywood,C,31,DAL,72,8,1331,5.1,8.8,0.574,0.0,0.0,0.0,5.1,8.8,0.5770000000000001,2.5,7.0,0.36200000000000004,5.1,9.8,14.9,0.8,0.6,2.9,2.0,5.8,12.6,0,106,103
Luther Head,PG,28,SAC,36,14,586,5.9,14.1,0.415,2.2,5.5,0.391,3.7,8.6,0.43,3.4,4.3,0.78,1.4,3.8,5.2,6.0,0.9,0.8,2.8,3.7,17.2,0,110,112
Gerald Henderson,SG,23,CHA,68,30,1661,8.3,18.4,0.45399999999999996,0.2,1.2,0.19399999999999998,8.1,17.2,0.47200000000000003,4.1,5.3,0.785,1.6,5.1,6.7,3.3,1.6,1.0,2.1,3.8,21.1,0,104,109
Xavier Henry,SG,19,MEM,38,16,527,6.4,15.9,0.406,0.2,1.7,0.11800000000000001,6.2,14.2,0.441,3.3,5.2,0.635,0.9,2.8,3.7,1.8,1.1,0.3,1.3,4.8,16.4,0,97,111
Roy Hibbert,C,24,IND,81,80,2244,9.3,20.1,0.461,0.0,0.1,0.0,9.3,20.0,0.46299999999999997,4.6,6.2,0.745,4.1,9.7,13.8,3.7,0.7,3.2,4.2,5.8,23.1,0,100,104
J.J. Hickson,C,22,CLE,80,66,2256,9.8,21.4,0.45799999999999996,0.0,0.1,0.0,9.8,21.3,0.461,5.6,8.4,0.6729999999999999,5.0,10.9,15.9,2.1,1.1,1.2,4.0,4.9,25.3,0,98,109
Nenê Hilário,C,28,DEN,75,75,2291,8.8,14.3,0.615,0.0,0.1,0.2,8.8,14.2,0.618,6.3,8.8,0.711,3.2,9.3,12.5,3.3,1.8,1.6,2.9,5.2,23.9,0,123,104
George Hill,PG,24,SAS,76,5,2148,6.9,15.3,0.45299999999999996,1.9,4.9,0.377,5.1,10.4,0.49,5.6,6.5,0.863,0.6,4.2,4.8,4.7,1.6,0.5,2.4,3.7,21.4,0,116,108
Grant Hill*,SF,38,PHO,80,80,2409,8.4,17.4,0.484,1.0,2.4,0.395,7.5,15.0,0.498,4.5,5.4,0.8290000000000001,1.6,5.5,7.1,4.2,1.4,0.7,2.8,3.9,22.3,0,109,111
Jordan Hill,C,23,HOU,72,11,1125,7.8,15.9,0.491,0.0,0.1,0.0,7.8,15.9,0.494,2.7,3.8,0.706,5.8,8.1,13.9,1.3,0.6,2.4,2.8,7.1,18.4,0,105,108
Kirk Hinrich,SG-PG,30,TOT,72,51,2157,6.7,15.0,0.446,1.8,4.5,0.39899999999999997,4.9,10.5,0.467,2.6,3.0,0.841,0.5,3.9,4.4,6.9,1.8,0.4,2.9,4.5,17.7,0,107,111
Jrue Holiday,PG,20,PHI,82,82,2901,8.0,18.0,0.446,1.5,4.0,0.365,6.6,14.0,0.47,3.1,3.8,0.823,1.2,4.8,6.0,9.6,2.2,0.5,3.9,3.7,20.7,0,104,106
Ryan Hollins,C,26,CLE,70,16,1182,5.7,9.6,0.598,0.0,0.0,0.0,5.7,9.6,0.598,4.8,7.1,0.6809999999999999,3.1,5.1,8.1,1.1,1.0,1.8,2.9,8.7,16.3,0,112,113
Al Horford,C,24,ATL,77,77,2704,10.2,18.3,0.557,0.0,0.1,0.5,10.2,18.2,0.557,3.0,3.7,0.7979999999999999,3.6,10.7,14.3,5.3,1.2,1.6,2.4,3.8,23.4,0,118,105
Eddie House,SG,32,MIA,56,1,978,6.9,17.3,0.39899999999999997,3.7,9.4,0.389,3.2,7.9,0.41100000000000003,2.1,2.2,0.95,0.5,4.5,5.0,3.3,1.7,0.2,1.6,3.7,19.5,0,109,106
Dwight Howard,C,25,ORL,78,78,2935,11.1,18.7,0.593,0.0,0.1,0.0,11.1,18.6,0.597,9.8,16.4,0.596,5.5,14.1,19.7,1.9,1.9,3.3,5.0,4.6,32.0,0,113,94
Josh Howard,SF,30,WAS,18,10,409,7.3,20.3,0.358,0.9,3.6,0.24100000000000002,6.4,16.6,0.38299999999999995,3.6,5.9,0.617,2.3,7.0,9.3,3.0,1.6,0.6,2.5,4.3,19.0,0,89,111
Juwan Howard,PF,37,MIA,57,0,592,4.9,11.1,0.44,0.0,0.0,0.0,4.9,11.1,0.44,2.6,3.1,0.8290000000000001,3.2,7.7,10.9,2.1,0.9,0.4,2.2,5.4,12.4,0,102,105
Lester Hudson,PG,26,WAS,11,0,73,4.2,16.8,0.25,2.8,10.5,0.267,1.4,6.3,0.222,1.4,2.8,0.5,0.7,2.8,3.5,11.9,2.8,0.7,4.9,7.0,12.6,0,81,111
Kris Humphries,PF,25,NJN,74,44,2061,8.0,15.1,0.527,0.0,0.0,0.0,8.0,15.1,0.527,3.3,4.9,0.665,5.8,14.1,20.0,2.2,0.9,2.1,2.7,4.4,19.2,0,111,105
Serge Ibaka,PF,21,OKC,82,44,2216,7.8,14.4,0.5429999999999999,0.0,0.0,0.0,7.8,14.4,0.544,3.2,4.3,0.75,5.0,9.5,14.5,0.5,0.7,4.6,1.7,6.2,18.9,0,119,104
Andre Iguodala,SF,27,PHI,67,67,2469,7.2,16.1,0.445,1.3,3.8,0.337,5.9,12.3,0.479,4.4,6.4,0.693,1.3,6.9,8.2,8.9,2.1,0.8,2.9,2.3,20.0,0,110,104
Zydrunas Ilgauskas,C,35,MIA,72,51,1145,7.5,14.7,0.508,0.0,0.0,0.0,7.5,14.7,0.509,1.7,2.1,0.7829999999999999,5.0,8.3,13.2,1.2,1.1,2.7,2.4,8.5,16.6,0,107,102
Didier Ilunga-Mbenga,C,30,NOH,41,0,330,3.8,8.0,0.469,0.0,0.0,0.0,3.8,8.0,0.469,2.1,3.0,0.722,5.7,8.4,14.1,1.0,1.0,4.4,3.4,8.5,9.7,0,97,102
Ersan İlyasova,PF,23,MIL,60,34,1505,7.9,18.0,0.436,1.3,4.3,0.298,6.6,13.7,0.479,3.3,3.7,0.894,3.7,9.2,13.0,2.0,1.8,0.9,2.2,5.6,20.3,0,105,101
Royal Ivey,SG,29,OKC,25,0,155,5.3,12.7,0.42100000000000004,2.3,5.3,0.43799999999999994,3.0,7.3,0.409,0.7,0.7,1.0,0.7,4.7,5.3,2.3,2.0,0.3,1.7,5.7,13.7,0,104,109
Jarrett Jack,SG-PG,27,TOT,83,15,1722,8.1,19.8,0.408,1.0,3.4,0.306,7.1,16.5,0.429,5.7,6.7,0.85,0.6,4.8,5.4,7.5,1.7,0.2,3.4,3.2,22.9,0,102,109
Darnell Jackson,PF,25,SAC,59,2,486,8.0,16.4,0.48700000000000004,0.3,1.1,0.273,7.7,15.2,0.503,3.1,5.1,0.612,5.1,4.7,9.8,1.5,1.2,0.3,2.4,6.3,19.4,0,107,111
Stephen Jackson,SG,32,CHA,67,67,2405,9.7,23.6,0.41100000000000003,2.7,8.0,0.337,7.0,15.6,0.449,5.5,6.8,0.816,1.2,5.6,6.8,5.4,1.8,0.6,4.7,3.6,27.6,0,98,109
Damion James,SF,23,NJN,25,9,403,6.1,13.6,0.447,0.0,0.4,0.0,6.1,13.2,0.46,2.4,3.7,0.643,2.3,9.0,11.3,2.6,2.1,1.6,3.3,4.8,14.6,0,90,106
LeBron James,SF,26,MIA,79,79,3063,13.1,25.6,0.51,1.6,4.8,0.33,11.5,20.8,0.552,8.7,11.4,0.759,1.4,8.8,10.2,9.6,2.1,0.9,4.9,2.8,36.4,0,116,102
Antawn Jamison,PF,34,CLE,56,38,1842,10.5,24.5,0.42700000000000005,2.5,7.4,0.34600000000000003,7.9,17.2,0.462,4.8,6.6,0.731,2.4,8.1,10.5,2.6,1.4,0.8,2.2,3.8,28.3,0,104,111
Othyus Jeffers,SG,25,TOT,17,1,322,4.9,10.3,0.47700000000000004,0.2,0.6,0.25,4.8,9.7,0.49200000000000005,4.8,7.3,0.652,4.0,6.7,10.6,3.2,2.7,0.0,2.2,5.1,14.8,0,112,109
Al Jefferson,C,26,UTA,82,82,2940,11.7,23.7,0.496,0.0,0.0,0.0,11.7,23.7,0.496,3.9,5.2,0.7609999999999999,4.2,10.0,14.2,2.7,0.8,2.7,1.9,4.3,27.4,0,111,108
Richard Jefferson,SF,30,SAS,81,81,2459,6.4,13.6,0.474,2.9,6.5,0.44,3.6,7.1,0.504,3.1,4.1,0.759,1.1,5.4,6.6,2.3,0.8,0.7,2.0,3.5,18.8,0,116,109
Jared Jeffries,PF,29,TOT,42,9,601,2.5,7.2,0.349,0.2,0.8,0.222,2.3,6.5,0.364,1.0,2.4,0.414,5.2,4.5,9.7,3.0,2.6,1.4,1.8,6.3,6.2,0,99,108
Brandon Jennings,PG,21,MIL,63,61,2169,8.9,22.8,0.39,2.4,7.5,0.32299999999999995,6.5,15.4,0.42200000000000004,4.9,6.1,0.809,1.0,4.7,5.8,7.5,2.3,0.5,3.6,3.2,25.1,0,100,103
Eugene Jeter,PG,27,SAC,62,1,858,6.2,15.2,0.409,0.4,1.8,0.2,5.9,13.5,0.43700000000000006,2.2,2.4,0.902,0.5,3.6,4.1,9.5,1.7,0.1,3.0,3.2,15.0,0,101,111
