Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Fred Brown,SG,35,SEA,71,1,15.9,3.6,7.1,0.51,0.1,0.5,0.265,3.5,6.6,0.528,0.519,1.1,1.2,0.895,0.2,0.7,0.9,2.7,0.7,0.0,1.0,1.2,8.5
Rickey Brown,C,25,ATL,68,3,11.5,1.4,3.0,0.46799999999999997,0.0,0.0,0.0,1.4,3.0,0.46799999999999997,0.46799999999999997,0.7,1.0,0.738,1.0,1.7,2.7,0.4,0.3,0.3,0.8,2.4,3.5
Wallace Bryant,C,24,CHI,29,0,10.9,1.8,4.6,0.391,0.0,0.0,0.0,1.8,4.6,0.391,0.391,0.5,1.1,0.424,1.3,1.5,2.8,0.4,0.3,0.4,0.6,1.7,4.1
Quinn Buckner,PG,29,BOS,79,0,15.8,1.7,4.1,0.42700000000000005,0.0,0.1,0.0,1.7,4.0,0.435,0.42700000000000005,0.6,0.9,0.649,0.5,1.2,1.7,2.7,1.1,0.0,1.3,2.4,4.1
Don Buse,PG,33,KCK,76,10,17.5,2.0,4.6,0.426,0.2,0.8,0.305,1.7,3.9,0.451,0.452,0.8,1.1,0.7879999999999999,0.4,1.1,1.5,4.0,1.1,0.0,1.1,0.8,5.0
Kenny Carr,PF,28,POR,82,57,29.9,6.3,11.3,0.561,0.0,0.1,0.0,6.3,11.2,0.564,0.561,3.0,4.5,0.6729999999999999,2.5,5.3,7.8,1.9,0.8,0.4,2.5,3.3,15.6
M.L. Carr,SF,33,BOS,60,1,9.8,1.2,2.9,0.409,0.1,0.3,0.2,1.1,2.6,0.429,0.418,0.7,0.8,0.875,0.4,0.8,1.3,0.8,0.3,0.1,0.8,1.1,3.1
Joe Barry Carroll,C,25,GSW,80,80,37.0,8.3,17.4,0.47700000000000004,0.0,0.0,0.0,8.3,17.4,0.47700000000000004,0.47700000000000004,3.9,5.4,0.723,2.9,5.0,8.0,2.5,1.3,1.8,3.4,3.1,20.5
Butch Carter,SG,25,IND,73,54,28.0,5.7,11.8,0.479,0.2,0.6,0.326,5.5,11.2,0.488,0.488,1.9,2.4,0.764,1.0,1.1,2.1,2.8,1.8,0.2,1.9,2.9,13.4
Howard Carter,SG,22,DEN,55,5,12.5,2.6,5.7,0.45899999999999996,0.1,0.3,0.263,2.5,5.4,0.47100000000000003,0.467,0.9,1.1,0.77,0.7,0.9,1.6,1.3,0.3,0.1,0.8,1.5,6.2
Bill Cartwright,C,26,NYK,77,77,32.3,5.9,10.5,0.561,0.0,0.0,0.0,5.9,10.5,0.561,0.561,5.2,6.5,0.805,2.5,5.9,8.4,1.4,0.6,1.3,2.6,3.4,17.0
Harvey Catchings,PF,32,MIL,69,3,16.8,0.9,2.2,0.39899999999999997,0.0,0.0,0.0,0.9,2.2,0.401,0.39899999999999997,0.3,0.6,0.524,1.3,2.6,3.9,0.6,0.4,1.2,0.8,2.5,2.1
Tom Chambers,PF,24,SEA,82,44,31.3,6.8,13.5,0.499,0.0,0.1,0.0,6.8,13.4,0.505,0.499,4.6,5.7,0.8,2.7,3.8,6.5,1.6,0.6,0.6,2.3,3.8,18.1
Maurice Cheeks*,PG,27,PHI,75,75,33.3,5.1,9.4,0.55,0.1,0.3,0.4,5.0,9.1,0.5539999999999999,0.556,2.3,3.1,0.733,0.6,2.1,2.7,6.4,2.3,0.3,2.4,2.6,12.7
Carlos Clark,SG,23,BOS,31,0,4.1,0.6,1.7,0.365,0.0,0.1,0.0,0.6,1.6,0.38,0.365,0.5,0.6,0.889,0.2,0.3,0.5,0.5,0.3,0.0,0.4,0.4,1.7
Don Collins,SG,25,GSW,61,6,15.7,3.1,6.3,0.483,0.0,0.1,0.2,3.0,6.3,0.48700000000000004,0.484,1.1,1.5,0.73,1.0,1.1,2.1,1.1,0.7,0.2,1.3,2.0,7.2
Leroy Combs,SF,23,IND,48,0,9.3,1.7,3.4,0.49700000000000005,0.0,0.1,0.0,1.7,3.3,0.506,0.49700000000000005,1.2,1.9,0.615,0.4,0.8,1.2,0.8,0.5,0.4,1.0,1.0,4.5
Lester Conner,SG,24,GSW,82,82,31.4,4.4,8.9,0.493,0.0,0.1,0.16699999999999998,4.4,8.8,0.496,0.494,2.3,3.2,0.718,1.6,2.1,3.7,4.9,2.0,0.1,1.7,2.1,11.1
Darwin Cook,PG,25,NJN,82,31,22.8,3.7,8.4,0.44299999999999995,0.1,0.6,0.239,3.6,7.8,0.457,0.451,1.2,1.5,0.754,0.6,1.3,1.9,4.3,2.0,0.4,1.7,2.2,8.7
Jeff Cook,C,27,CLE,81,21,24.1,2.3,4.8,0.486,0.0,0.0,0.5,2.3,4.8,0.486,0.48700000000000004,1.2,1.6,0.723,2.1,3.8,6.0,1.5,0.8,0.6,1.1,3.5,5.8
Michael Cooper,SG,27,LAL,82,9,29.1,3.3,6.7,0.49700000000000005,0.5,1.5,0.314,2.9,5.2,0.5489999999999999,0.532,1.9,2.3,0.838,0.6,2.5,3.2,5.9,1.4,0.8,1.8,3.3,9.0
Wayne Cooper,C,27,POR,81,38,20.5,3.8,8.2,0.45899999999999996,0.0,0.1,0.0,3.8,8.1,0.46299999999999997,0.45899999999999996,2.3,2.8,0.804,2.2,3.7,5.9,0.9,0.3,1.3,1.4,3.0,9.8
Dave Corzine,C,27,CHI,82,82,32.6,4.7,10.0,0.467,0.0,0.1,0.33299999999999996,4.7,9.9,0.469,0.469,2.8,3.4,0.84,2.1,5.0,7.0,2.5,0.7,1.5,2.1,2.8,12.2
Charlie Criss,PG,35,TOT,15,0,14.3,1.3,3.5,0.385,0.1,0.4,0.16699999999999998,1.3,3.1,0.413,0.39399999999999996,0.8,1.1,0.75,0.3,1.0,1.3,2.5,0.5,0.0,0.7,0.7,3.5
Geoff Crompton,C,28,CLE,7,0,3.3,0.1,1.1,0.125,0.0,0.0,0.0,0.1,1.1,0.125,0.125,0.4,0.9,0.5,0.9,0.4,1.3,0.1,0.1,0.1,0.6,0.6,0.7
Russell Cross,C,22,GSW,45,0,7.9,1.4,2.5,0.5710000000000001,0.0,0.0,0.0,1.4,2.5,0.5710000000000001,0.5710000000000001,0.8,2.0,0.418,0.8,1.0,1.8,0.5,0.3,0.2,0.4,1.3,3.7
Pat Cummings,PF,27,DAL,80,80,31.2,5.7,11.4,0.494,0.0,0.0,0.0,5.7,11.4,0.495,0.494,1.8,2.4,0.742,1.9,6.3,8.2,2.0,0.8,0.3,1.8,3.5,13.1
Terry Cummings,PF,22,SDC,81,80,35.9,9.1,18.4,0.494,0.0,0.0,0.0,9.1,18.4,0.495,0.494,4.7,6.5,0.72,4.0,5.6,9.6,1.7,1.1,0.7,2.7,3.7,22.9
Earl Cureton,C,26,DET,73,0,12.4,1.1,2.4,0.45799999999999996,0.0,0.0,0.0,1.1,2.4,0.46,0.45799999999999996,0.4,0.8,0.525,1.2,2.8,3.9,0.5,0.3,0.4,0.8,2.0,2.6
Quintin Dailey,SG,23,CHI,82,42,29.9,7.1,15.0,0.474,0.0,0.4,0.125,7.1,14.6,0.484,0.47600000000000003,3.9,4.8,0.8109999999999999,0.7,2.1,2.9,3.1,1.3,0.1,2.7,2.7,18.2
Adrian Dantley*,SF,27,UTA,79,79,37.8,10.2,18.2,0.5579999999999999,0.0,0.1,0.25,10.1,18.2,0.5589999999999999,0.5579999999999999,10.3,12.0,0.8590000000000001,2.3,3.4,5.7,3.9,0.8,0.1,3.3,2.5,30.6
Brad Davis,PG,28,DAL,81,81,32.9,4.3,8.0,0.53,0.1,0.5,0.184,4.2,7.6,0.551,0.535,2.5,2.9,0.836,0.5,1.8,2.3,6.9,1.2,0.2,2.0,2.7,11.1
Charles Davis,SF,25,WSB,46,0,10.2,2.2,4.7,0.47200000000000003,0.0,0.2,0.111,2.2,4.5,0.488,0.475,0.5,0.8,0.615,0.7,1.5,2.2,0.7,0.3,0.2,0.8,1.3,5.0
Johnny Davis,PG,28,ATL,75,72,27.7,4.7,10.7,0.44299999999999995,0.0,0.1,0.0,4.7,10.6,0.447,0.44299999999999995,2.9,3.4,0.848,0.7,1.1,1.9,4.3,0.8,0.1,1.8,1.9,12.3
Walter Davis,SG,29,PHO,78,70,32.6,8.4,16.3,0.512,0.3,1.1,0.23,8.1,15.2,0.532,0.52,3.0,3.5,0.863,0.5,2.1,2.6,5.5,1.4,0.2,2.7,2.6,20.0
Darryl Dawkins,C,27,NJN,81,80,29.8,6.3,10.6,0.593,0.0,0.1,0.4,6.2,10.5,0.594,0.594,4.2,5.7,0.735,2.0,4.7,6.7,1.5,0.7,1.7,2.9,4.8,16.8
Darren Daye,SF,23,WSB,75,0,15.7,2.4,5.4,0.441,0.0,0.1,0.0,2.4,5.4,0.44799999999999995,0.441,1.3,1.8,0.7140000000000001,1.2,1.3,2.5,2.3,0.5,0.2,1.3,2.1,6.1
Kenny Dennard,PF,25,DEN,43,0,9.6,0.8,2.3,0.364,0.1,0.2,0.3,0.8,2.1,0.371,0.379,0.3,0.6,0.625,0.9,1.5,2.3,1.0,0.5,0.2,0.7,1.9,2.1
James Donaldson,C,26,SDC,82,67,30.8,4.4,7.4,0.596,0.0,0.0,0.0,4.4,7.4,0.596,0.596,3.0,4.0,0.7609999999999999,2.0,5.9,7.9,1.1,0.5,1.7,2.1,2.6,11.8
John Drew,SF,29,UTA,81,4,22.2,6.3,13.2,0.479,0.1,0.3,0.273,6.2,12.9,0.483,0.48200000000000004,5.0,6.4,0.778,1.8,2.4,4.2,1.7,1.1,0.0,2.4,2.6,17.7
Larry Drew,PG,25,KCK,73,73,32.4,6.5,14.1,0.462,0.0,0.1,0.3,6.5,13.9,0.46399999999999997,0.46299999999999997,3.3,4.3,0.7759999999999999,0.5,1.5,2.0,7.6,1.7,0.1,2.7,2.3,16.4
Clyde Drexler*,SG,21,POR,82,3,17.2,3.1,6.8,0.451,0.0,0.0,0.25,3.1,6.8,0.452,0.452,1.5,2.1,0.728,1.4,1.5,2.9,1.9,1.3,0.4,1.5,2.5,7.7
Mike Dunleavy,PG,29,MIL,17,12,23.8,4.1,7.5,0.551,1.1,2.6,0.42200000000000004,3.0,4.8,0.622,0.626,1.9,2.4,0.8,0.4,1.3,1.6,4.6,0.7,0.1,2.1,3.0,11.2
T.R. Dunn,SG,28,DEN,80,74,33.8,2.2,4.6,0.47,0.0,0.0,0.0,2.2,4.6,0.47200000000000003,0.47,1.3,1.8,0.731,2.4,4.7,7.2,2.9,2.2,0.4,1.2,2.9,5.7
Mark Eaton,C,27,UTA,82,78,26.1,2.4,5.1,0.466,0.0,0.0,0.0,2.4,5.1,0.467,0.466,0.9,1.5,0.593,1.8,5.5,7.3,1.4,0.3,4.3,1.2,3.7,5.6
Jerry Eaves,PG,24,UTA,80,1,12.9,1.7,3.7,0.451,0.0,0.1,0.0,1.7,3.6,0.46,0.451,1.2,1.7,0.6970000000000001,0.4,0.7,1.1,2.5,0.4,0.1,1.2,1.1,4.5
Keith Edmonson,SG,23,TOT,55,0,11.3,2.9,5.8,0.49200000000000005,0.0,0.0,0.0,2.9,5.8,0.49200000000000005,0.49200000000000005,1.7,2.3,0.746,0.8,0.8,1.6,0.6,0.5,0.1,1.1,1.5,7.5
Franklin Edwards,PG,24,PHI,60,0,10.9,1.4,3.7,0.38,0.0,0.0,0.0,1.4,3.7,0.382,0.38,0.6,0.8,0.708,0.2,0.8,1.0,1.5,0.5,0.1,0.8,1.3,3.4
James Edwards,C,28,PHO,72,67,26.3,6.1,11.3,0.536,0.0,0.0,0.0,6.1,11.3,0.537,0.536,2.5,3.5,0.72,1.5,3.3,4.8,2.6,0.3,0.4,1.9,3.5,14.7
Craig Ehlo,SG,22,HOU,7,0,9.0,1.6,3.9,0.40700000000000003,0.0,0.0,0.0,1.6,3.9,0.40700000000000003,0.40700000000000003,0.1,0.1,1.0,0.6,0.7,1.3,0.9,0.4,0.0,0.4,1.9,3.3
Dale Ellis,SF,23,DAL,67,2,15.8,3.4,7.4,0.456,0.2,0.4,0.414,3.2,6.9,0.45899999999999996,0.469,1.3,1.8,0.7190000000000001,1.6,2.1,3.7,0.8,0.6,0.1,1.2,1.8,8.2
Len Elmore,PF,31,NYK,65,5,12.8,1.0,2.4,0.408,0.0,0.0,0.0,1.0,2.4,0.408,0.408,0.4,0.6,0.711,1.0,1.6,2.5,0.5,0.4,0.5,0.7,2.4,2.4
Chris Engler,C,24,GSW,46,1,7.8,0.7,1.8,0.39799999999999996,0.0,0.0,0.0,0.7,1.8,0.39799999999999996,0.39799999999999996,0.3,0.5,0.609,0.6,1.5,2.1,0.2,0.2,0.1,0.5,1.5,1.7
Alex English*,SF,30,DEN,82,77,35.0,11.1,20.9,0.529,0.0,0.1,0.14300000000000002,11.0,20.8,0.531,0.529,4.3,5.2,0.8240000000000001,2.6,3.0,5.7,5.0,1.0,1.2,2.7,3.1,26.4
Julius Erving*,SF,33,PHI,77,77,34.8,8.8,17.2,0.512,0.1,0.3,0.33299999999999996,8.7,16.9,0.515,0.515,4.7,6.3,0.754,2.5,4.4,6.9,4.0,1.8,1.8,3.0,2.8,22.4
Mike Evans,PG,28,DEN,78,5,21.6,3.1,7.2,0.431,0.4,1.1,0.36,2.7,6.1,0.444,0.45899999999999996,1.4,1.7,0.847,0.3,1.5,1.8,3.7,0.8,0.1,1.5,2.2,8.1
Eric Fernsten,PF,30,NYK,32,0,12.6,0.9,1.6,0.5579999999999999,0.0,0.0,0.0,0.9,1.6,0.5579999999999999,0.5579999999999999,0.8,1.1,0.735,0.9,1.8,2.7,0.3,0.5,0.3,0.6,1.5,2.6
Sleepy Floyd,PG,23,GSW,77,73,33.2,6.3,13.6,0.46299999999999997,0.1,0.6,0.17800000000000002,6.2,13.0,0.47600000000000003,0.467,4.1,5.0,0.816,1.1,2.4,3.5,3.5,1.3,0.4,2.5,2.8,16.8
Phil Ford,PG,27,HOU,81,55,24.9,2.9,5.8,0.502,0.0,0.2,0.133,2.9,5.6,0.514,0.504,1.2,1.4,0.838,0.3,1.3,1.7,5.1,0.7,0.1,1.7,3.0,7.1
Rod Foster,PG,23,PHO,80,34,17.8,3.3,7.3,0.44799999999999995,0.3,1.1,0.262,3.0,6.2,0.48,0.467,1.5,1.9,0.787,0.5,1.0,1.5,2.2,0.7,0.1,1.4,2.4,8.3
World B. Free,SG,30,CLE,75,71,31.7,8.3,18.8,0.445,0.3,0.9,0.319,8.1,17.8,0.451,0.45299999999999996,5.3,6.7,0.784,1.2,1.7,2.9,3.0,1.3,0.1,2.1,2.9,22.3
Bill Garnett,PF,23,DAL,80,34,19.1,1.8,3.7,0.47200000000000003,0.0,0.0,0.0,1.8,3.7,0.475,0.47200000000000003,1.6,2.2,0.733,1.5,2.6,4.1,1.6,0.6,0.8,0.9,2.7,5.1
Calvin Garrett,SF,27,LAL,41,0,11.7,1.9,3.7,0.513,0.0,0.1,0.33299999999999996,1.9,3.6,0.521,0.52,0.7,1.0,0.769,0.6,1.1,1.7,0.8,0.3,0.0,0.8,1.5,4.6
John Garris,PF,24,CLE,33,1,8.1,1.6,3.1,0.51,0.0,0.0,0.0,1.6,3.1,0.51,0.51,0.8,1.0,0.794,1.1,1.3,2.3,0.3,0.2,0.2,0.3,1.2,4.0
George Gervin*,SG,31,SAS,76,76,34.0,10.1,20.5,0.49,0.1,0.3,0.41700000000000004,9.9,20.2,0.491,0.493,5.6,6.7,0.8420000000000001,1.4,2.7,4.1,2.9,1.0,0.6,2.9,2.9,25.9
Mike Gibson,PF,23,WSB,32,0,7.2,0.7,1.7,0.382,0.0,0.0,0.0,0.7,1.7,0.382,0.382,0.3,0.5,0.647,0.9,1.2,2.1,0.3,0.2,0.2,0.4,0.9,1.7
Artis Gilmore*,C,34,SAS,64,59,31.8,5.5,8.7,0.631,0.0,0.0,0.0,5.5,8.6,0.635,0.631,4.4,6.1,0.718,3.3,7.0,10.3,1.1,0.6,2.1,2.3,3.6,15.3
Mike Glenn,SG,28,ATL,81,0,18.6,3.9,6.8,0.563,0.0,0.0,0.5,3.8,6.8,0.563,0.564,0.7,0.9,0.8,0.2,1.1,1.3,2.1,0.6,0.1,0.8,1.8,8.4
Mike Gminski,C,24,NJN,82,2,20.2,2.9,5.6,0.513,0.0,0.0,0.0,2.9,5.6,0.516,0.513,1.8,2.2,0.799,2.0,3.3,5.3,1.1,0.5,0.9,1.5,2.0,7.6
Stewart Granger,PG,22,CLE,56,13,13.2,1.7,4.0,0.429,0.1,0.2,0.308,1.7,3.8,0.43700000000000006,0.43799999999999994,0.9,1.3,0.757,0.1,0.8,1.0,2.4,0.4,0.0,1.0,1.7,4.5
Rickey Green,PG,29,UTA,81,81,34.2,5.4,11.2,0.486,0.0,0.2,0.11800000000000001,5.4,11.0,0.493,0.48700000000000004,2.4,2.9,0.821,0.7,2.1,2.8,9.2,2.7,0.2,2.1,1.9,13.2
Sidney Green,PF,23,CHI,49,0,13.6,2.0,4.7,0.439,0.0,0.0,0.0,2.0,4.7,0.439,0.439,1.1,1.6,0.7140000000000001,1.2,2.4,3.6,0.5,0.4,0.3,1.2,2.6,5.2
Dave Greenwood,PF,26,CHI,78,76,34.8,4.7,9.7,0.49,0.0,0.0,0.0,4.7,9.6,0.491,0.49,2.7,3.7,0.737,2.7,7.3,10.1,1.8,0.9,0.9,1.9,3.4,12.2
Kevin Grevey,SG,30,MIL,64,3,14.4,2.8,6.2,0.451,0.2,0.8,0.28300000000000003,2.5,5.3,0.47700000000000004,0.47,1.2,1.3,0.893,0.5,0.8,1.3,1.2,0.4,0.1,0.7,1.5,7.0
Darrell Griffith,SG,25,UTA,82,82,32.3,8.5,17.4,0.49,1.1,3.1,0.361,7.4,14.3,0.518,0.522,1.8,2.6,0.696,1.2,3.0,4.1,3.5,1.4,0.3,3.0,2.5,20.0
Ernie Grunfeld,SG,28,NYK,76,6,14.7,2.2,4.8,0.45899999999999996,0.0,0.1,0.222,2.2,4.6,0.465,0.461,0.8,1.1,0.7709999999999999,0.3,1.3,1.6,1.4,0.6,0.1,0.9,2.0,5.2
Bob Hansen,SG,23,UTA,55,0,7.6,1.2,2.6,0.44799999999999995,0.0,0.1,0.0,1.2,2.5,0.474,0.44799999999999995,0.3,0.5,0.643,0.2,0.6,0.9,0.8,0.3,0.1,0.6,1.1,2.7
Bill Hanzlik,SF,26,DEN,80,14,18.4,1.7,3.8,0.431,0.0,0.2,0.25,1.6,3.7,0.439,0.436,2.1,2.6,0.807,0.8,1.7,2.6,3.2,0.9,0.2,1.4,3.2,5.4
Derek Harper,PG,22,DAL,82,1,20.9,2.4,5.5,0.44299999999999995,0.0,0.3,0.115,2.4,5.2,0.46399999999999997,0.447,0.8,1.2,0.6729999999999999,0.6,1.5,2.1,2.9,1.2,0.3,1.4,1.7,5.7
Scott Hastings,PF,23,ATL,68,8,16.7,1.6,3.5,0.46799999999999997,0.0,0.1,0.25,1.6,3.4,0.47200000000000003,0.47,1.2,1.5,0.7879999999999999,1.4,2.6,4.0,0.7,0.6,0.5,1.0,3.2,4.5
Steve Hawes,PF,33,SEA,79,0,14.6,1.4,3.0,0.48100000000000004,0.0,0.1,0.25,1.4,2.9,0.485,0.483,0.8,1.0,0.782,0.6,2.2,2.8,1.3,0.3,0.2,0.7,1.8,3.7
Elvin Hayes*,PF,38,HOU,81,4,12.3,2.0,4.8,0.406,0.0,0.0,0.0,2.0,4.8,0.408,0.406,1.1,1.6,0.652,1.1,2.1,3.2,0.9,0.2,0.3,1.0,1.5,5.0
Steve Hayes,C,28,SEA,43,0,5.9,0.6,1.2,0.52,0.0,0.0,0.0,0.6,1.2,0.52,0.52,0.1,0.3,0.35700000000000004,0.4,1.0,1.4,0.3,0.1,0.4,0.3,1.2,1.3
Gerald Henderson,PG,28,BOS,78,78,26.8,4.8,9.2,0.524,0.3,0.7,0.35100000000000003,4.6,8.5,0.539,0.5379999999999999,1.7,2.3,0.768,0.9,1.0,1.9,3.8,1.5,0.2,2.1,2.7,11.6
Rod Higgins,SF,24,CHI,78,6,20.2,2.5,5.5,0.447,0.0,0.3,0.045,2.5,5.3,0.46799999999999997,0.44799999999999995,1.4,2.0,0.7240000000000001,1.1,1.5,2.6,1.5,0.6,0.4,1.0,2.1,6.4
Johnny High,PG,26,PHO,29,9,17.7,0.6,1.8,0.34600000000000003,0.0,0.1,0.0,0.6,1.7,0.36,0.34600000000000003,0.3,1.0,0.345,0.6,1.7,2.3,1.8,1.4,0.4,1.3,2.9,1.6
Armond Hill,PG,30,ATL,15,2,12.1,0.9,3.1,0.304,0.0,0.0,0.0,0.9,3.1,0.304,0.304,1.1,1.4,0.81,0.1,0.5,0.7,2.3,0.5,0.0,0.9,2.0,3.0
Roy Hinson,SF,22,CLE,80,61,23.2,2.3,4.6,0.496,0.0,0.0,0.0,2.3,4.6,0.496,0.496,0.9,1.5,0.59,2.2,4.1,6.2,0.9,0.4,1.8,1.4,3.8,5.5
Craig Hodges,SG,23,SDC,76,28,20.7,3.4,7.5,0.45,0.1,0.6,0.217,3.3,6.9,0.47100000000000003,0.45899999999999996,0.9,1.2,0.75,0.3,0.8,1.1,1.5,0.8,0.0,1.1,2.2,7.8
Lionel Hollins,PG,30,DET,32,0,6.8,0.8,2.0,0.381,0.0,0.1,0.0,0.8,1.9,0.39299999999999996,0.381,0.3,0.4,0.846,0.1,0.6,0.7,1.9,0.4,0.0,0.8,0.8,1.8
Phil Hubbard,SF,27,CLE,80,6,22.5,4.0,7.9,0.511,0.0,0.0,0.0,4.0,7.8,0.512,0.511,2.8,3.7,0.7390000000000001,2.2,2.6,4.8,1.1,0.9,0.1,1.4,3.1,10.8
